concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
2109553		Procedure	CPT4	CPT4		50060	19700101	20991231	
2109554		Procedure	CPT4	CPT4		50065	19700101	20991231	
2109555		Procedure	CPT4	CPT4	S	50070	19700101	20991231	
2109556		Procedure	CPT4	CPT4		50075	19700101	20991231	
2109557		Procedure	CPT4	CPT4	S	50080	19700101	20991231	
2109558		Procedure	CPT4	CPT4	S	50081	19700101	20991231	
2109559		Procedure	CPT4	CPT4	S	50100	19700101	20991231	
2109560		Observation	CPT4	CPT4	S	5010F	20080401	20991231	
2109561		Procedure	CPT4	CPT4		50120	19700101	20991231	
2109562		Procedure	CPT4	CPT4		50125	19700101	20991231	
2109563		Procedure	CPT4	CPT4		50130	19700101	20991231	
2109564		Procedure	CPT4	CPT4		50135	19700101	20991231	
2109565		Observation	CPT4	CPT4	S	5015F	20080401	20991231	
2109566		Procedure	CPT4	CPT4		50200	19700101	20991231	
2109567		Procedure	CPT4	CPT4		50205	19700101	20991231	
2109568		Observation	CPT4	CPT4	S	5020F	20090406	20991231	
2109569		Procedure	CPT4	CPT4	S	50220	19700101	20991231	
2109570		Procedure	CPT4	CPT4	S	50225	19700101	20991231	
2109571		Procedure	CPT4	CPT4	S	50230	19700101	20991231	
2109572		Procedure	CPT4	CPT4	S	50234	19700101	20991231	
2109573		Procedure	CPT4	CPT4	S	50236	19700101	20991231	
2109574		Procedure	CPT4	CPT4		50240	19700101	20991231	
2109575		Procedure	CPT4	CPT4	S	50250	20060213	20991231	
2109576		Procedure	CPT4	CPT4	S	50280	19700101	20991231	
2109577		Procedure	CPT4	CPT4		50290	19700101	20991231	
2109578		Procedure	CPT4	CPT4	S	50300	19700101	20991231	
2109579		Procedure	CPT4	CPT4	S	50320	19700101	20991231	
2109580		Procedure	CPT4	CPT4	S	50323	20050119	20991231	
2109581		Procedure	CPT4	CPT4	S	50325	20050119	20991231	
2109582		Procedure	CPT4	CPT4	S	50327	20050119	20991231	
2109583		Procedure	CPT4	CPT4	S	50328	20050119	20991231	
2109584		Procedure	CPT4	CPT4	S	50329	20050119	20991231	
2109585		Procedure	CPT4	CPT4		50340	19700101	20991231	
2109586		Procedure	CPT4	CPT4	S	50360	19700101	20991231	
2109587		Procedure	CPT4	CPT4	S	50365	19700101	20991231	
2109588		Procedure	CPT4	CPT4		50370	19700101	20991231	
2109589		Procedure	CPT4	CPT4		50380	19700101	20991231	
2109590		Procedure	CPT4	CPT4	S	50382	20060213	20991231	
2109591		Procedure	CPT4	CPT4	S	50384	20060213	20991231	
2109592		Procedure	CPT4	CPT4	S	50385	20080401	20991231	
2109593		Procedure	CPT4	CPT4	S	50386	20080401	20991231	
2109594		Procedure	CPT4	CPT4	S	50387	20060213	20991231	
2109595		Procedure	CPT4	CPT4	S	50389	20060213	20991231	
2109596		Procedure	CPT4	CPT4	S	50390	19700101	20991231	
2109597		Observation	CPT4	CPT4	S	50391	20050119	20991231	
2109598		Procedure	CPT4	CPT4	S	50392	19700101	20170507	
2109599		Procedure	CPT4	CPT4	S	50393	19700101	20170507	
2109600		Procedure	CPT4	CPT4	S	50394	19700101	20170507	
2109601		Procedure	CPT4	CPT4	S	50395	19700101	20190505	
2109602		Procedure	CPT4	CPT4	S	50396	19700101	20991231	
2109603		Procedure	CPT4	CPT4	S	50398	19700101	20170507	
2109604		Procedure	CPT4	CPT4	S	50400	19700101	20991231	
2109605		Procedure	CPT4	CPT4	S	50405	19700101	20991231	
42627894		Procedure	CPT4	CPT4	S	50430	20160501	20991231	
42628282		Procedure	CPT4	CPT4	S	50431	20160501	20991231	
42628675		Procedure	CPT4	CPT4	S	50432	20160501	20991231	
42627936		Procedure	CPT4	CPT4	S	50433	20160501	20991231	
42628606		Procedure	CPT4	CPT4	S	50434	20160501	20991231	
42628060		Procedure	CPT4	CPT4	S	50435	20160501	20991231	
927095		Procedure	CPT4	CPT4	S	50436	20190506	20991231	
927096		Procedure	CPT4	CPT4	S	50437	20190506	20991231	
2109606		Procedure	CPT4	CPT4		50500	19700101	20991231	
2109607		Observation	CPT4	CPT4	S	5050F	20090406	20991231	
2109608		Procedure	CPT4	CPT4		50520	19700101	20991231	
2109609		Procedure	CPT4	CPT4	S	50525	19700101	20991231	
2109610		Procedure	CPT4	CPT4	S	50526	19700101	20991231	
2109611		Procedure	CPT4	CPT4		50540	19700101	20991231	
2109612		Procedure	CPT4	CPT4	S	50541	19700101	20991231	
2109613		Procedure	CPT4	CPT4	S	50542	20030331	20991231	
2109614		Procedure	CPT4	CPT4		50543	20030331	20991231	
2109615		Procedure	CPT4	CPT4		50544	19700101	20991231	
2109616		Procedure	CPT4	CPT4	S	50545	19700101	20991231	
2109617		Procedure	CPT4	CPT4	S	50546	19700101	20991231	
2109618		Procedure	CPT4	CPT4	S	50547	19700101	20991231	
2109619		Procedure	CPT4	CPT4	S	50548	19700101	20991231	
2109620		Procedure	CPT4	CPT4	S	50549	19700101	20991231	
2109621		Procedure	CPT4	CPT4	S	50551	19700101	20991231	
2109622		Procedure	CPT4	CPT4	S	50553	19700101	20991231	
2109623		Procedure	CPT4	CPT4	S	50555	19700101	20991231	
2109624		Procedure	CPT4	CPT4	S	50557	19700101	20991231	
42737112		Procedure	CPT4	CPT4	S	50559	19700101	20050119	
2109626		Procedure	CPT4	CPT4	S	50561	19700101	20991231	
2109627		Procedure	CPT4	CPT4	S	50562	20030331	20991231	
2109628		Procedure	CPT4	CPT4	S	50570	19700101	20991231	
2109629		Procedure	CPT4	CPT4	S	50572	19700101	20991231	
2109630		Procedure	CPT4	CPT4	S	50574	19700101	20991231	
2109631		Procedure	CPT4	CPT4	S	50575	19700101	20991231	
2109632		Procedure	CPT4	CPT4	S	50576	19700101	20991231	
42737119		Procedure	CPT4	CPT4	S	50578	19700101	20050119	
2109634		Procedure	CPT4	CPT4	S	50580	19700101	20991231	
2109635		Procedure	CPT4	CPT4		50590	19700101	20991231	
2109636		Procedure	CPT4	CPT4	S	50592	20060213	20991231	
2109637		Procedure	CPT4	CPT4	S	50593	20080401	20991231	
2109638		Procedure	CPT4	CPT4	S	50600	19700101	20991231	
2109639		Procedure	CPT4	CPT4		50605	19700101	20991231	
42627895		Procedure	CPT4	CPT4	S	50606	20160501	20991231	
2109640		Observation	CPT4	CPT4	S	5060F	20090406	20991231	
2109641		Procedure	CPT4	CPT4		50610	19700101	20991231	
2109642		Procedure	CPT4	CPT4		50620	19700101	20991231	
2109643		Observation	CPT4	CPT4	S	5062F	20090406	20991231	
2109644		Procedure	CPT4	CPT4		50630	19700101	20991231	
2109645		Procedure	CPT4	CPT4		50650	19700101	20991231	
2109646		Procedure	CPT4	CPT4		50660	19700101	20991231	
2109647		Procedure	CPT4	CPT4	S	50684	19700101	20991231	
2109648		Procedure	CPT4	CPT4	S	50686	19700101	20991231	
2109649		Procedure	CPT4	CPT4	S	50688	19700101	20991231	
2109650		Procedure	CPT4	CPT4	S	50690	19700101	20991231	
42627937		Procedure	CPT4	CPT4	S	50693	20160501	20991231	
42628283		Procedure	CPT4	CPT4	S	50694	20160501	20991231	
42628678		Procedure	CPT4	CPT4	S	50695	20160501	20991231	
2109651		Procedure	CPT4	CPT4		50700	19700101	20991231	
42628679		Procedure	CPT4	CPT4	S	50705	20160501	20991231	
42628284		Procedure	CPT4	CPT4	S	50706	20160501	20991231	
2109652		Procedure	CPT4	CPT4		50715	19700101	20991231	
2109653		Procedure	CPT4	CPT4	S	50722	19700101	20991231	
2109654		Procedure	CPT4	CPT4	S	50725	19700101	20991231	
2109655		Procedure	CPT4	CPT4		50727	19700101	20991231	
2109656		Procedure	CPT4	CPT4	S	50728	19700101	20991231	
2109657		Procedure	CPT4	CPT4		50740	19700101	20991231	
2109658		Procedure	CPT4	CPT4		50750	19700101	20991231	
2109659		Procedure	CPT4	CPT4		50760	19700101	20991231	
2109660		Procedure	CPT4	CPT4		50770	19700101	20991231	
2109661		Procedure	CPT4	CPT4	S	50780	19700101	20991231	
2109662		Procedure	CPT4	CPT4	S	50782	19700101	20991231	
2109663		Procedure	CPT4	CPT4	S	50783	19700101	20991231	
2109664		Procedure	CPT4	CPT4	S	50785	19700101	20991231	
2109665		Procedure	CPT4	CPT4		50800	19700101	20991231	
2109666		Procedure	CPT4	CPT4	S	50810	19700101	20991231	
2109667		Procedure	CPT4	CPT4		50815	19700101	20991231	
2109668		Procedure	CPT4	CPT4		50820	19700101	20991231	
2109669		Procedure	CPT4	CPT4	S	50825	19700101	20991231	
2109670		Procedure	CPT4	CPT4		50830	19700101	20991231	
2109671		Procedure	CPT4	CPT4	S	50840	19700101	20991231	
2109672		Procedure	CPT4	CPT4		50845	19700101	20991231	
2109673		Procedure	CPT4	CPT4		50860	19700101	20991231	
2109674		Procedure	CPT4	CPT4		50900	19700101	20991231	
2109675		Procedure	CPT4	CPT4		50920	19700101	20991231	
2109676		Procedure	CPT4	CPT4		50930	19700101	20991231	
2109677		Procedure	CPT4	CPT4		50940	19700101	20991231	
2109678		Procedure	CPT4	CPT4		50945	19700101	20991231	
2109679		Procedure	CPT4	CPT4	S	50947	19700101	20991231	
2109680		Procedure	CPT4	CPT4	S	50948	19700101	20991231	
2109681		Procedure	CPT4	CPT4	S	50949	19700101	20991231	
2109682		Procedure	CPT4	CPT4	S	50951	19700101	20991231	
2109683		Procedure	CPT4	CPT4	S	50953	19700101	20991231	
2109684		Procedure	CPT4	CPT4	S	50955	19700101	20991231	
2109685		Procedure	CPT4	CPT4	S	50957	19700101	20991231	
42737139		Procedure	CPT4	CPT4	S	50959	19700101	20050119	
2109687		Procedure	CPT4	CPT4	S	50961	19700101	20991231	
2109688		Procedure	CPT4	CPT4	S	50970	19700101	20991231	
2109689		Procedure	CPT4	CPT4	S	50972	19700101	20991231	
2109690		Procedure	CPT4	CPT4	S	50974	19700101	20991231	
2109691		Procedure	CPT4	CPT4	S	50976	19700101	20991231	
42737145		Procedure	CPT4	CPT4	S	50978	19700101	20050119	
2109693		Procedure	CPT4	CPT4	S	50980	19700101	20991231	
42739580		Observation	CPT4	CPT4 Modifier	S	51	19700101	20991231	
42733676		Procedure	CPT4	CPT4	S	51000	19700101	20080401	
42737147		Procedure	CPT4	CPT4		51005	19700101	20160311	
2109697		Observation	CPT4	CPT4	S	5100F	20100403	20991231	
42733688		Procedure	CPT4	CPT4		51010	19700101	20160311	
2109699		Procedure	CPT4	CPT4	S	51020	19700101	20991231	
2109700		Procedure	CPT4	CPT4	S	51030	19700101	20991231	
2109701		Procedure	CPT4	CPT4		51040	19700101	20991231	
2109702		Procedure	CPT4	CPT4	S	51045	19700101	20991231	
2109703		Procedure	CPT4	CPT4		51050	19700101	20991231	
2109704		Procedure	CPT4	CPT4		51060	19700101	20991231	
2109705		Procedure	CPT4	CPT4	S	51065	19700101	20991231	
2109706		Procedure	CPT4	CPT4	S	51080	19700101	20991231	
2109707		Procedure	CPT4	CPT4		51100	20080401	20991231	
2109708		Procedure	CPT4	CPT4	S	51101	20080401	20991231	
2109709		Procedure	CPT4	CPT4		51102	20080401	20991231	
2109710		Procedure	CPT4	CPT4		51500	19700101	20991231	
2109711		Procedure	CPT4	CPT4	S	51520	19700101	20991231	
2109712		Procedure	CPT4	CPT4		51525	19700101	20991231	
2109713		Procedure	CPT4	CPT4		51530	19700101	20991231	
2109714		Procedure	CPT4	CPT4	S	51535	19700101	20991231	
2109715		Procedure	CPT4	CPT4		51550	19700101	20991231	
2109716		Procedure	CPT4	CPT4		51555	19700101	20991231	
2109717		Procedure	CPT4	CPT4		51565	19700101	20991231	
2109718		Procedure	CPT4	CPT4		51570	19700101	20991231	
2109719		Procedure	CPT4	CPT4	S	51575	19700101	20991231	
2109720		Procedure	CPT4	CPT4	S	51580	19700101	20991231	
2109721		Procedure	CPT4	CPT4	S	51585	19700101	20991231	
2109722		Procedure	CPT4	CPT4	S	51590	19700101	20991231	
2109723		Procedure	CPT4	CPT4	S	51595	19700101	20991231	
2109724		Procedure	CPT4	CPT4	S	51596	19700101	20991231	
2109725		Procedure	CPT4	CPT4	S	51597	19700101	20991231	
2109726		Procedure	CPT4	CPT4	S	51600	19700101	20991231	
2109727		Procedure	CPT4	CPT4	S	51605	19700101	20991231	
2109728		Procedure	CPT4	CPT4	S	51610	19700101	20991231	
2109729		Procedure	CPT4	CPT4	S	51700	19700101	20991231	
2109730		Procedure	CPT4	CPT4	S	51701	20030331	20991231	
2109731		Procedure	CPT4	CPT4	S	51702	20030331	20991231	
2109732		Procedure	CPT4	CPT4	S	51703	20030331	20991231	
2109733		Procedure	CPT4	CPT4	S	51705	19700101	20991231	
2109734		Procedure	CPT4	CPT4	S	51710	19700101	20991231	
2109735		Procedure	CPT4	CPT4	S	51715	19700101	20991231	
2109736		Procedure	CPT4	CPT4		51720	19700101	20991231	
2109737		Procedure	CPT4	CPT4		51725	19700101	20991231	
2109738		Procedure	CPT4	CPT4		51726	19700101	20991231	
40756918		Procedure	CPT4	CPT4	S	51727	20100403	20991231	
40757070		Procedure	CPT4	CPT4	S	51728	20100403	20991231	
40757078		Procedure	CPT4	CPT4	S	51729	20100403	20991231	
2109739		Procedure	CPT4	CPT4		51736	19700101	20991231	
2109740		Procedure	CPT4	CPT4		51741	19700101	20991231	
42733870		Procedure	CPT4	CPT4	S	51772	19700101	20100403	
2109742		Procedure	CPT4	CPT4	S	51784	19700101	20991231	
2109743		Procedure	CPT4	CPT4	S	51785	19700101	20991231	
2109744		Procedure	CPT4	CPT4	S	51792	19700101	20991231	
42733868		Procedure	CPT4	CPT4	S	51795	19700101	20100403	
2109746		Procedure	CPT4	CPT4	S	51797	19700101	20991231	
2109747		Procedure	CPT4	CPT4	S	51798	20030331	20991231	
2109748		Procedure	CPT4	CPT4	S	51800	19700101	20991231	
2109749		Procedure	CPT4	CPT4	S	51820	19700101	20991231	
2109750		Procedure	CPT4	CPT4	S	51840	19700101	20991231	
2109751		Procedure	CPT4	CPT4	S	51841	19700101	20991231	
2109752		Procedure	CPT4	CPT4	S	51845	19700101	20991231	
2109753		Procedure	CPT4	CPT4	S	51860	19700101	20991231	
2109754		Procedure	CPT4	CPT4	S	51865	19700101	20991231	
2109755		Procedure	CPT4	CPT4		51880	19700101	20991231	
2109756		Procedure	CPT4	CPT4		51900	19700101	20991231	
2109757		Procedure	CPT4	CPT4		51920	19700101	20991231	
2109758		Procedure	CPT4	CPT4		51925	19700101	20991231	
2109759		Procedure	CPT4	CPT4		51940	19700101	20991231	
2109760		Procedure	CPT4	CPT4		51960	19700101	20991231	
2109761		Procedure	CPT4	CPT4		51980	19700101	20991231	
2109762		Procedure	CPT4	CPT4	S	51990	19700101	20991231	
2109763		Procedure	CPT4	CPT4	S	51992	19700101	20991231	
2109764		Procedure	CPT4	CPT4	S	51999	20060213	20991231	
42739581		Observation	CPT4	CPT4 Modifier	S	52	19700101	20991231	
2109766		Procedure	CPT4	CPT4		52000	19700101	20991231	
2109767		Procedure	CPT4	CPT4	S	52001	19700101	20991231	
2109768		Procedure	CPT4	CPT4	S	52005	19700101	20991231	
2109769		Procedure	CPT4	CPT4	S	52007	19700101	20991231	
40757123		Observation	CPT4	CPT4	S	5200F	20100403	20991231	
2109770		Procedure	CPT4	CPT4	S	52010	19700101	20991231	
2109771		Procedure	CPT4	CPT4		52204	19700101	20991231	
2109772		Procedure	CPT4	CPT4	S	52214	19700101	20991231	
2109773		Procedure	CPT4	CPT4	S	52224	19700101	20991231	
2109774		Procedure	CPT4	CPT4	S	52234	19700101	20991231	
2109775		Procedure	CPT4	CPT4	S	52235	19700101	20991231	
2109776		Procedure	CPT4	CPT4	S	52240	19700101	20991231	
2109777		Procedure	CPT4	CPT4	S	52250	19700101	20991231	
2109778		Procedure	CPT4	CPT4	S	52260	19700101	20991231	
2109779		Procedure	CPT4	CPT4	S	52265	19700101	20991231	
2109780		Procedure	CPT4	CPT4		52270	19700101	20991231	
2109781		Procedure	CPT4	CPT4		52275	19700101	20991231	
2109782		Procedure	CPT4	CPT4	S	52276	19700101	20991231	
2109783		Procedure	CPT4	CPT4	S	52277	19700101	20991231	
2109784		Procedure	CPT4	CPT4	S	52281	19700101	20991231	
2109785		Procedure	CPT4	CPT4	S	52282	19700101	20991231	
2109786		Procedure	CPT4	CPT4	S	52283	19700101	20991231	
2109787		Procedure	CPT4	CPT4	S	52285	19700101	20991231	
43527937		Procedure	CPT4	CPT4	S	52287	20130508	20991231	
2109788		Procedure	CPT4	CPT4	S	52290	19700101	20991231	
2109789		Procedure	CPT4	CPT4	S	52300	19700101	20991231	
2109790		Procedure	CPT4	CPT4	S	52301	19700101	20991231	
2109791		Procedure	CPT4	CPT4	S	52305	19700101	20991231	
2109792		Procedure	CPT4	CPT4	S	52310	19700101	20991231	
2109793		Procedure	CPT4	CPT4	S	52315	19700101	20991231	
2109794		Procedure	CPT4	CPT4	S	52317	19700101	20991231	
2109795		Procedure	CPT4	CPT4	S	52318	19700101	20991231	
2109796		Procedure	CPT4	CPT4	S	52320	19700101	20991231	
2109797		Procedure	CPT4	CPT4	S	52325	19700101	20991231	
2109798		Procedure	CPT4	CPT4	S	52327	19700101	20991231	
2109799		Procedure	CPT4	CPT4	S	52330	19700101	20991231	
2109800		Procedure	CPT4	CPT4	S	52332	19700101	20991231	
2109801		Procedure	CPT4	CPT4	S	52334	19700101	20991231	
2109802		Procedure	CPT4	CPT4	S	52335	19700101	20130508	
2109803		Procedure	CPT4	CPT4	S	52336	19700101	20130508	
2109804		Procedure	CPT4	CPT4	S	52337	19700101	20130508	
2109805		Procedure	CPT4	CPT4	S	52338	19700101	20130508	
2109806		Procedure	CPT4	CPT4	S	52339	19700101	20130508	
2109807		Procedure	CPT4	CPT4		52340	19700101	20160311	
2109808		Procedure	CPT4	CPT4	S	52341	19700101	20991231	
2109809		Procedure	CPT4	CPT4	S	52342	19700101	20991231	
2109810		Procedure	CPT4	CPT4	S	52343	19700101	20991231	
2109811		Procedure	CPT4	CPT4	S	52344	19700101	20991231	
2109812		Procedure	CPT4	CPT4	S	52345	19700101	20991231	
2109813		Procedure	CPT4	CPT4	S	52346	19700101	20991231	
42739803		Procedure	CPT4	CPT4		52347	19700101	20160311	
2109815		Procedure	CPT4	CPT4	S	52351	19700101	20991231	
2109816		Procedure	CPT4	CPT4	S	52352	19700101	20991231	
2109817		Procedure	CPT4	CPT4	S	52353	19700101	20991231	
2109818		Procedure	CPT4	CPT4	S	52354	19700101	20991231	
2109819		Procedure	CPT4	CPT4	S	52355	19700101	20991231	
44816428		Procedure	CPT4	CPT4	S	52356	20140415	20991231	
2109820		Procedure	CPT4	CPT4	S	52400	19700101	20991231	
2109821		Procedure	CPT4	CPT4	S	52402	20050119	20991231	
46257713		Procedure	CPT4	CPT4	S	52441	20150501	20991231	
46257520		Procedure	CPT4	CPT4	S	52442	20150501	20991231	
2109822		Procedure	CPT4	CPT4		52450	19700101	20991231	
2109823		Procedure	CPT4	CPT4		52500	19700101	20991231	
42742450		Observation	CPT4	CPT4	S	5250F	20120507	20991231	
42737195		Procedure	CPT4	CPT4	S	52510	19700101	20080401	
2109825		Procedure	CPT4	CPT4	S	52601	19700101	20991231	
42737197		Procedure	CPT4	CPT4	S	52606	19700101	20090406	
42733763		Procedure	CPT4	CPT4	S	52612	19700101	20090406	
42733764		Procedure	CPT4	CPT4	S	52614	19700101	20090406	
42737198		Procedure	CPT4	CPT4	S	52620	19700101	20090406	
2109830		Procedure	CPT4	CPT4	S	52630	19700101	20991231	
2109831		Procedure	CPT4	CPT4	S	52640	19700101	20991231	
2109832		Procedure	CPT4	CPT4	S	52647	19700101	20991231	
2109833		Procedure	CPT4	CPT4	S	52648	19700101	20991231	
2109834		Procedure	CPT4	CPT4	S	52649	20080401	20991231	
2109835		Procedure	CPT4	CPT4		52700	19700101	20991231	
42739582		Observation	CPT4	CPT4 Modifier	S	53	19700101	20991231	
2109837		Procedure	CPT4	CPT4	S	53000	19700101	20991231	
2109838		Procedure	CPT4	CPT4	S	53010	19700101	20991231	
2109839		Procedure	CPT4	CPT4	S	53020	19700101	20991231	
2109840		Procedure	CPT4	CPT4	S	53025	19700101	20991231	
2109841		Procedure	CPT4	CPT4		53040	19700101	20991231	
2109842		Procedure	CPT4	CPT4		53060	19700101	20991231	
2109843		Procedure	CPT4	CPT4	S	53080	19700101	20991231	
2109844		Procedure	CPT4	CPT4	S	53085	19700101	20991231	
2109845		Procedure	CPT4	CPT4		53200	19700101	20991231	
2109846		Procedure	CPT4	CPT4		53210	19700101	20991231	
2109847		Procedure	CPT4	CPT4		53215	19700101	20991231	
2109848		Procedure	CPT4	CPT4	S	53220	19700101	20991231	
2109849		Procedure	CPT4	CPT4		53230	19700101	20991231	
2109850		Procedure	CPT4	CPT4	S	53235	19700101	20991231	
2109851		Procedure	CPT4	CPT4		53240	19700101	20991231	
2109852		Procedure	CPT4	CPT4		53250	19700101	20991231	
2109853		Procedure	CPT4	CPT4	S	53260	19700101	20991231	
2109854		Procedure	CPT4	CPT4	S	53265	19700101	20991231	
2109855		Procedure	CPT4	CPT4	S	53270	19700101	20991231	
2109856		Procedure	CPT4	CPT4	S	53275	19700101	20991231	
2109857		Procedure	CPT4	CPT4		53400	19700101	20991231	
2109858		Procedure	CPT4	CPT4		53405	19700101	20991231	
2109859		Procedure	CPT4	CPT4		53410	19700101	20991231	
2109860		Procedure	CPT4	CPT4	S	53415	19700101	20991231	
2109861		Procedure	CPT4	CPT4	S	53420	19700101	20991231	
2109862		Procedure	CPT4	CPT4	S	53425	19700101	20991231	
2109863		Procedure	CPT4	CPT4	S	53430	19700101	20991231	
2109864		Procedure	CPT4	CPT4	S	53431	19700101	20991231	
2109865		Procedure	CPT4	CPT4	S	53440	19700101	20991231	
2109866		Procedure	CPT4	CPT4	S	53442	19700101	20991231	
2109867		Procedure	CPT4	CPT4		53443	19700101	20160311	
2109868		Procedure	CPT4	CPT4	S	53444	19700101	20991231	
2109869		Procedure	CPT4	CPT4	S	53445	19700101	20991231	
2109870		Procedure	CPT4	CPT4	S	53446	19700101	20991231	
2109871		Procedure	CPT4	CPT4	S	53447	19700101	20991231	
2109872		Procedure	CPT4	CPT4	S	53448	19700101	20991231	
2109873		Procedure	CPT4	CPT4	S	53449	19700101	20991231	
2109874		Procedure	CPT4	CPT4		53450	19700101	20991231	
1389716		Procedure	CPT4	CPT4	S	53451	20221107	20991231	
1389717		Procedure	CPT4	CPT4	S	53452	20221107	20991231	
1389718		Procedure	CPT4	CPT4	S	53453	20221107	20991231	
1389719		Procedure	CPT4	CPT4	S	53454	20221107	20991231	
2109875		Procedure	CPT4	CPT4	S	53460	19700101	20991231	
2109876		Procedure	CPT4	CPT4	S	53500	20040331	20991231	
2109877		Procedure	CPT4	CPT4		53502	19700101	20991231	
2109878		Procedure	CPT4	CPT4	S	53505	19700101	20991231	
2109879		Procedure	CPT4	CPT4	S	53510	19700101	20991231	
2109880		Procedure	CPT4	CPT4	S	53515	19700101	20991231	
2109881		Procedure	CPT4	CPT4	S	53520	19700101	20991231	
2109882		Procedure	CPT4	CPT4	S	53600	19700101	20991231	
2109883		Procedure	CPT4	CPT4	S	53601	19700101	20991231	
2109884		Procedure	CPT4	CPT4	S	53605	19700101	20991231	
2109885		Procedure	CPT4	CPT4	S	53620	19700101	20991231	
2109886		Procedure	CPT4	CPT4	S	53621	19700101	20991231	
2109887		Procedure	CPT4	CPT4	S	53660	19700101	20991231	
2109888		Procedure	CPT4	CPT4	S	53661	19700101	20991231	
2109889		Procedure	CPT4	CPT4	S	53665	19700101	20991231	
42736778		Procedure	CPT4	CPT4	S	53670	19700101	20030331	
42733687		Procedure	CPT4	CPT4	S	53675	19700101	20030331	
2109892		Procedure	CPT4	CPT4	S	53850	19700101	20991231	
2109893		Procedure	CPT4	CPT4	S	53852	19700101	20991231	
42739806		Procedure	CPT4	CPT4	S	53853	19700101	20090406	
927097		Procedure	CPT4	CPT4	S	53854	20190506	20991231	
40757018		Procedure	CPT4	CPT4	S	53855	20100403	20991231	
40756861		Procedure	CPT4	CPT4	S	53860	20110505	20991231	
2109895		Procedure	CPT4	CPT4	S	53899	19700101	20991231	
42739583		Procedure	CPT4	CPT4 Modifier	S	54	19700101	20991231	
2109897		Procedure	CPT4	CPT4	S	54000	19700101	20991231	
2109898		Procedure	CPT4	CPT4	S	54001	19700101	20991231	
2109899		Procedure	CPT4	CPT4		54015	19700101	20991231	
2109900		Procedure	CPT4	CPT4		54050	19700101	20991231	
2109901		Procedure	CPT4	CPT4		54055	19700101	20991231	
2109902		Procedure	CPT4	CPT4		54056	19700101	20991231	
2109903		Procedure	CPT4	CPT4	S	54057	19700101	20991231	
2109904		Procedure	CPT4	CPT4	S	54060	19700101	20991231	
2109905		Procedure	CPT4	CPT4	S	54065	19700101	20991231	
2109906		Procedure	CPT4	CPT4		54100	19700101	20991231	
2109907		Procedure	CPT4	CPT4		54105	19700101	20991231	
2109908		Procedure	CPT4	CPT4		54110	19700101	20991231	
2109909		Procedure	CPT4	CPT4	S	54111	19700101	20991231	
2109910		Procedure	CPT4	CPT4	S	54112	19700101	20991231	
2109911		Procedure	CPT4	CPT4	S	54115	19700101	20991231	
2109912		Procedure	CPT4	CPT4		54120	19700101	20991231	
2109913		Procedure	CPT4	CPT4		54125	19700101	20991231	
2109914		Procedure	CPT4	CPT4		54130	19700101	20991231	
2109915		Procedure	CPT4	CPT4	S	54135	19700101	20991231	
2109916		Procedure	CPT4	CPT4	S	54150	19700101	20991231	
42736785		Procedure	CPT4	CPT4	S	54152	19700101	20070703	
2109918		Procedure	CPT4	CPT4	S	54160	19700101	20991231	
2109919		Procedure	CPT4	CPT4	S	54161	19700101	20991231	
2109920		Procedure	CPT4	CPT4	S	54162	19700101	20991231	
2109921		Procedure	CPT4	CPT4	S	54163	19700101	20991231	
2109922		Procedure	CPT4	CPT4	S	54164	19700101	20991231	
2109923		Procedure	CPT4	CPT4	S	54200	19700101	20991231	
2109924		Procedure	CPT4	CPT4	S	54205	19700101	20991231	
2109925		Procedure	CPT4	CPT4	S	54220	19700101	20991231	
2109926		Procedure	CPT4	CPT4	S	54230	19700101	20991231	
2109927		Procedure	CPT4	CPT4	S	54231	19700101	20991231	
2109928		Procedure	CPT4	CPT4	S	54235	19700101	20991231	
2109929		Procedure	CPT4	CPT4		54240	19700101	20991231	
2109930		Procedure	CPT4	CPT4		54250	19700101	20991231	
2109931		Procedure	CPT4	CPT4		54300	19700101	20991231	
2109932		Procedure	CPT4	CPT4	S	54304	19700101	20991231	
2109933		Procedure	CPT4	CPT4	S	54308	19700101	20991231	
2109934		Procedure	CPT4	CPT4	S	54312	19700101	20991231	
2109935		Procedure	CPT4	CPT4	S	54316	19700101	20991231	
2109936		Procedure	CPT4	CPT4	S	54318	19700101	20991231	
2109937		Procedure	CPT4	CPT4	S	54322	19700101	20991231	
2109938		Procedure	CPT4	CPT4	S	54324	19700101	20991231	
2109939		Procedure	CPT4	CPT4	S	54326	19700101	20991231	
2109940		Procedure	CPT4	CPT4	S	54328	19700101	20991231	
2109941		Procedure	CPT4	CPT4		54332	19700101	20991231	
2109942		Procedure	CPT4	CPT4	S	54336	19700101	20991231	
2109943		Procedure	CPT4	CPT4	S	54340	19700101	20991231	
2109944		Procedure	CPT4	CPT4	S	54344	19700101	20991231	
2109945		Procedure	CPT4	CPT4	S	54348	19700101	20991231	
2109946		Procedure	CPT4	CPT4	S	54352	19700101	20991231	
2109947		Procedure	CPT4	CPT4	S	54360	19700101	20991231	
2109948		Procedure	CPT4	CPT4	S	54380	19700101	20991231	
2109949		Procedure	CPT4	CPT4	S	54385	19700101	20991231	
2109950		Procedure	CPT4	CPT4	S	54390	19700101	20991231	
